date,UKR_IP_YOY,UKR_CPI_YOY,EA_IP_YOY,EA_HICP_YOY,dlog_uah_usd,dlog_uah_eur,dlog_oil,dlog_wheat,NBU_POLICY_RATE,ECB_REFI_RATE,CRISIS_0809,CRISIS_1415,WAR_2022PLUS,POST_2016_IT
2003-10-01,18.05807622504536,6.862605575566838,0.8121827411167404,2.145454545454545,2.4362581689585383e-05,0.044343877007007926,0.0763262451915585,0.01250737953551706,7.0,4.25,0,0,0,0
2003-11-01,14.13662239089184,8.13604278202844,0.0,2.2454545454545456,4.815872147490019e-05,8.572123919781127e-05,0.0037238824658816227,0.08504767588207329,7.0,4.25,0,0,0,0
2003-12-01,18.428709990300685,8.24268582224741,1.7329255861366022,2.0727272727272728,-3.061319006425478e-05,0.047346577608573526,0.02865106172641152,0.03083905925367425,7.0,4.25,0,0,0,0
2004-01-01,16.09071274298057,8.136042782028419,0.9100101112234471,1.8181818181818181,-0.00010648796060830357,0.027698529061927157,0.04560891681406343,0.004541359177299142,7.0,4.25,0,0,0,0
2004-02-01,19.052744886975237,7.387326363161795,1.1111111111111072,1.6909090909090911,-0.0001244659169636897,0.0014390853432904027,-0.0011606545068065799,-0.030123677217932965,7.0,4.25,0,0,0,0
2004-03-01,19.634263715110677,6.643793935325859,0.6054490413723634,1.6272727272727274,-0.00020414512339050894,-0.031475067729459516,0.07184221271334845,0.029839050009416113,7.0,4.25,0,0,0,0
2004-04-01,14.04494382022472,6.643793935325881,1.7189079878665137,1.8909090909090907,-8.958490718224965e-05,-0.01869322977255261,0.0013749620121741302,0.0018303114483364524,7.0,4.25,0,0,0,0
2004-05-01,13.73679154658982,7.39030049287317,3.703703703703698,2.2363636363636363,-0.00030513314091584753,-0.0034339701593784078,0.10804787681432293,-0.01725672818726398,7.0,4.25,0,0,0,0
2004-06-01,11.823104693140806,8.033998597725557,3.384615384615386,2.3000000000000003,-0.001014934612699303,0.01138674856940991,-0.055147749426018855,-0.05647763603035916,7.366666666666666,4.25,0,0,0,0
2004-07-01,9.957446808510628,8.142140738463999,2.2244691607684386,2.1999999999999997,-0.0007256191432880588,0.010479691348485254,0.0640040060401974,-0.0271343916243989,7.5,4.25,0,0,0,0
2004-08-01,9.792027729636054,9.902338349669936,2.7835051546391876,2.163636363636363,-0.000841666865531332,-0.008505930522162197,0.10492929686613461,-0.06378494454575456,7.5,4.25,0,0,0,0
2004-09-01,9.739714525608733,10.667066350114961,3.589743589743599,1.981818181818182,-0.0007497020541697985,0.0018105808804924628,-0.011645415018442407,0.06666209351440067,7.5,4.25,0,0,0,0
2004-10-01,6.91775557263643,11.65028806497288,2.316213494461228,2.3000000000000003,-0.0005138240681519246,0.021421971502944448,0.1195909943843807,-0.00590242980531297,7.903225806451613,4.25,0,0,0,0
2004-11-01,10.640066500415625,11.321582604526403,1.2084592145015227,2.2181818181818183,-0.00012107047182463582,0.039089314469988645,-0.10696050909878396,0.041886477583617854,8.733333333333333,4.25,0,0,0,0
2004-12-01,4.340704340704349,12.308670529098563,0.4008016032064132,2.190909090909091,-5.886884777295265e-05,0.031200143031551608,-0.07594093281081049,-0.01735849344553131,9.0,4.25,0,0,0,0
2005-01-01,9.11627906976744,12.640944702261603,1.8036072144288484,2.027272727272728,-0.0002492937702844866,-0.016090681897381387,0.09584180068714554,-0.0018290795470647936,9.0,4.25,0,0,0,0
2005-02-01,5.515370705244127,13.314097758251208,0.4995004995004937,2.0363636363636366,-0.0008746482206316575,-0.013770980209147687,0.04205933684981389,-0.015910817889091433,9.0,4.25,0,0,0,0
2005-03-01,6.757843925985507,14.668449524286098,0.9027081243731194,2.1818181818181817,-0.0015083289360182661,0.012737987040965404,0.12809043947110643,-0.0012100820586340433,9.0,4.25,0,0,0,0
2005-04-01,4.92610837438423,14.668449524286098,1.6898608349900535,2.1545454545454548,-0.01907960774336126,-0.03878345496158331,-0.005953800024708578,-0.06929918570150839,9.0,4.25,0,0,0,0
2005-05-01,3.2939189189189033,14.554578174212306,0.3968253968253954,1.9545454545454546,-0.027732662152727183,-0.04344136277017552,-0.05716977838958881,0.017263037056899577,9.0,4.25,0,0,0,0
2005-06-01,-1.210653753026636,14.44081990393007,1.0912698412698596,1.9909090909090907,0.0009566379855061591,-0.04452794579127217,0.11936915220871791,-0.009810620475082743,9.0,4.25,0,0,0,0
2005-07-01,-2.7089783281733615,14.78414236364185,1.5825914935707397,2.2181818181818183,-0.0003180683597199252,-0.010063454967701446,0.04491220550876207,0.013569553880512508,9.0,4.25,0,0,0,0
2005-08-01,0.47355958958168465,14.899041405046876,1.7051153460381219,2.2818181818181817,-0.0006385696257862339,0.01916884491176818,0.09350426396662126,0.03744396803561223,9.35483870967742,4.25,0,0,0,0
